speaker,season,episode,LinesInEpisode
Toby,8,21,1
Toby,8,23,7
Toby,8,24,5
Toby,9,1,11
Toby,9,2,5
Toby,9,4,2
Toby,9,5,5
Toby,9,6,9
Toby,9,7,5
Toby,9,8,8
Toby,9,9,11
Toby,9,12,7
Toby,9,14,3
Toby,9,16,15
Toby,9,18,2
Toby,9,19,15
Toby,9,20,7
Toby,9,21,7
Toby,9,23,13
Todd,2,14,1
Todd,7,17,37
Todd,9,19,2
Todd Packer,1,1,3
Todd Packer,1,5,8
Todd Packer,2,2,20
Todd Packer,2,10,3
Todd Packer,2,14,1
Todd Packer,6,17,6
Todd Packer,6,24,1
Todd Packer,7,6,5
Todd Packer,8,17,4
Todd Packer,8,18,9
Todd Packer,9,17,14
Together,7,20,1
Tom,5,5,13
Tom,6,4,6
Tom,7,13,10
Tom Halpert,6,4,1
Tom and Pete,6,4,1
Tony,3,6,2
Tony,3,8,22
Travel Agent,1,3,1
Trevor,9,8,22
Trevor,9,13,9
Troy,4,11,5
Troy,4,14,6
Troy,9,13,1
Ty,5,23,2
Uncle Al,3,15,7
Unknown,3,15,1
Usher,7,3,2
Usher,9,23,1
VRG 1,5,25,4
VRG 2,5,25,3
Val,8,6,11
Val,8,7,4
Val,8,10,9
Val,8,12,7
Val,8,13,3
Val,8,14,9
Val,8,16,9
Val,8,24,4
Val,9,10,13
Val,9,14,1
Val,9,23,3
Vance Refrigeration Guy,5,8,4
Vance Refrigeration Guy 1,5,25,1
Vance Refrigeration Guy 2,5,25,1
Vance Refrigeration Worker #1,2,5,2
Vance Refrigeration Worker #1,2,16,3
Vance Refrigeration Worker #1,2,20,1
Vance Refrigeration Worker #2,2,5,2
Vance Refrigeration Worker #2,2,20,1
Vance Refrigeration guy,4,14,1
Vance Refrigeration guy,5,8,2
Various,6,6,1
Various,8,20,2
Vet,8,22,6
Video,2,2,2
Video,3,8,2
Video Michael,7,12,7
Vikram,4,4,11
Vikram,5,20,10
Voice #1 on phone,4,3,2
Voice #2 on phone,4,3,1
Voice of Thomas Dean,4,3,1
Voice on CD player,6,9,2
Voicemail,9,3,2
W.B. Jones,4,10,4
Wade,9,11,1
Waiter,3,2,1
Waiter,3,17,3
Waiter,7,14,8
Waiter,7,19,1
Waiter,8,1,2
Waiter,8,4,1
Waiter,8,22,2
Waiter,9,8,2
Waitress,2,1,3
Waitress,3,10,1
Waitress,4,1,1
Waitress,4,11,1
Waitress,6,5,7
Waitress,8,16,1
Wally Amos,8,15,4
Walt Jr.,9,6,4
Walter,8,4,21
Walter & Walter Jr,8,4,1
Walter Jr,8,4,6
Warehouse Crew,8,6,3
Warehouse Guy,2,2,1
Warehouse Guy,6,19,1
Warehouse Guy,7,21,1
Warehouse Michael,5,13,1
Warehouse Worker,1,5,1
Warehouse guy,2,2,2
Warehouse guy 1,6,17,3
Warehouse guy 2,6,17,1
Warehouse guys,2,2,1
Warehouse worker,1,5,2
Warren,7,24,2
Warren Buffett,7,24,1
Wendy's phone operator,4,10,5
White,9,6,1
Window treatment guy,7,2,3
Wolf,9,13,10
Woman,3,16,4
Woman,4,9,5
Woman,5,15,1
Woman,5,26,1
Woman,6,5,4
Woman,7,7,3
Woman,8,20,1
Woman,9,20,3
Woman,9,23,1
Woman 1,9,23,1
Woman 2,9,23,2
Woman 3,9,23,1
Woman 4,9,23,2
Woman at bar,3,10,1
Woman from Buffalo,5,26,2
Woman in line,6,10,3
Woman on mic,4,13,1
Woman over speakerphone,4,14,3
Women,2,15,1
Women,3,15,1
Women,7,20,1
Worker,1,5,5
Worker,9,10,1
Wrangler,8,21,2
Young Man,3,6,1
Young Michael,2,18,2
Younger Guy,7,13,3
Zeke,9,13,4
Zeke,9,17,9
Zeke,9,23,2
Zion,6,11,1
"[Clark and Pete are shown on screen]
Video Andy: Hey, I'm Pete, puberty is such a drag, man. And I'm Clark! I like to eat toilet paper. [Clark and Pete wave at camera] We fail! [Video shows memorial of Jerry",9,4,1
"[repeats]
Andy: Fail",9,4,1
abe,7,21,1
sAndy,4,3,1
song,2,4,1
