speaker,Encounter With,season,Shared Episodes
Walt Jr.,Pete,9,1
Pete,White,9,1
White,Pete,9,1
Senator Liptop,Toby,9,1
Toby,Senator Liptop,9,1
Senator Liptop,Walt Jr.,9,1
Walt Jr.,Senator Liptop,9,1
Senator Liptop,White,9,1
White,Senator Liptop,9,1
Toby,Walt Jr.,9,1
Walt Jr.,Toby,9,1
Toby,White,9,1
White,Toby,9,1
Walt Jr.,White,9,1
White,Walt Jr.,9,1
Andy,Business partner,9,1
Business partner,Andy,9,1
Andy,Colin,9,1
Colin,Andy,9,1
Andy,Guys in breakroom,9,1
Guys in breakroom,Andy,9,1
Andy,Molly,9,1
Molly,Andy,9,1
Angela,Business partner,9,1
Business partner,Angela,9,1
Angela,Colin,9,1
Colin,Angela,9,1
Angela,Guys in breakroom,9,1
Guys in breakroom,Angela,9,1
Angela,Molly,9,1
Molly,Angela,9,1
Business partner,Clark,9,1
Clark,Business partner,9,1
Business partner,Colin,9,1
Colin,Business partner,9,1
Business partner,Creed,9,1
Creed,Business partner,9,1
Business partner,Darryl,9,1
Darryl,Business partner,9,1
Business partner,David,9,1
David,Business partner,9,1
Business partner,Dwight,9,1
Dwight,Business partner,9,1
Business partner,Erin,9,1
Erin,Business partner,9,1
Business partner,Everyone,9,1
Everyone,Business partner,9,1
Business partner,Guys in breakroom,9,1
Guys in breakroom,Business partner,9,1
Business partner,Hank,9,1
Hank,Business partner,9,1
Business partner,Jan,9,1
Jan,Business partner,9,1
Business partner,Jim,9,1
Jim,Business partner,9,1
Business partner,Kevin,9,1
Kevin,Business partner,9,1
Business partner,Meredith,9,1
Meredith,Business partner,9,1
Business partner,Molly,9,1
Molly,Business partner,9,1
Business partner,Nellie,9,1
Nellie,Business partner,9,1
Business partner,Oscar,9,1
Oscar,Business partner,9,1
Business partner,Pam,9,1
Pam,Business partner,9,1
Business partner,Pete,9,1
Pete,Business partner,9,1
Business partner,Phyllis,9,1
Phyllis,Business partner,9,1
Business partner,Secretary,9,1
Secretary,Business partner,9,1
Business partner,Toby,9,1
Toby,Business partner,9,1
Clark,Colin,9,1
Colin,Clark,9,1
Clark,Guys in breakroom,9,1
Guys in breakroom,Clark,9,1
Clark,Hank,9,2
Hank,Clark,9,2
Clark,Jan,9,2
Jan,Clark,9,2
Clark,Molly,9,1
Molly,Clark,9,1
Clark,Secretary,9,1
Secretary,Clark,9,1
Colin,Creed,9,1
Creed,Colin,9,1
Colin,Darryl,9,1
Darryl,Colin,9,1
Colin,David,9,1
David,Colin,9,1
Colin,Dwight,9,1
Dwight,Colin,9,1
Colin,Erin,9,1
Erin,Colin,9,1
Colin,Everyone,9,1
Everyone,Colin,9,1
Colin,Guys in breakroom,9,1
Guys in breakroom,Colin,9,1
Colin,Hank,9,1
Hank,Colin,9,1
Colin,Jan,9,1
Jan,Colin,9,1
Colin,Jim,9,1
Jim,Colin,9,1
Colin,Kevin,9,1
Kevin,Colin,9,1
Colin,Meredith,9,1
Meredith,Colin,9,1
Colin,Molly,9,1
Molly,Colin,9,1
Colin,Nellie,9,1
Nellie,Colin,9,1
Colin,Oscar,9,1
Oscar,Colin,9,1
Colin,Pam,9,1
Pam,Colin,9,1
Colin,Pete,9,1
Pete,Colin,9,1
Colin,Phyllis,9,1
Phyllis,Colin,9,1
Colin,Secretary,9,1
Secretary,Colin,9,1
Colin,Toby,9,1
Toby,Colin,9,1
Creed,Guys in breakroom,9,1
Guys in breakroom,Creed,9,1
Creed,Molly,9,1
Molly,Creed,9,1
Darryl,Guys in breakroom,9,1
Guys in breakroom,Darryl,9,1
Darryl,Molly,9,1
Molly,Darryl,9,1
David,Guys in breakroom,9,1
Guys in breakroom,David,9,1
David,Molly,9,1
Molly,David,9,1
David,Secretary,9,1
Secretary,David,9,1
Dwight,Guys in breakroom,9,1
Guys in breakroom,Dwight,9,1
Dwight,Molly,9,1
Molly,Dwight,9,1
Erin,Guys in breakroom,9,1
Guys in breakroom,Erin,9,1
Erin,Molly,9,1
Molly,Erin,9,1
Everyone,Guys in breakroom,9,1
Guys in breakroom,Everyone,9,1
Everyone,Molly,9,1
Molly,Everyone,9,1
Everyone,Secretary,9,1
Secretary,Everyone,9,1
Guys in breakroom,Hank,9,1
Hank,Guys in breakroom,9,1
Guys in breakroom,Jan,9,1
Jan,Guys in breakroom,9,1
Guys in breakroom,Jim,9,1
Jim,Guys in breakroom,9,1
Guys in breakroom,Kevin,9,1
Kevin,Guys in breakroom,9,1
Guys in breakroom,Meredith,9,1
Meredith,Guys in breakroom,9,1
Guys in breakroom,Molly,9,1
Molly,Guys in breakroom,9,1
Guys in breakroom,Nellie,9,1
Nellie,Guys in breakroom,9,1
Guys in breakroom,Oscar,9,1
Oscar,Guys in breakroom,9,1
Guys in breakroom,Pam,9,1
Pam,Guys in breakroom,9,1
Guys in breakroom,Pete,9,1
Pete,Guys in breakroom,9,1
Guys in breakroom,Phyllis,9,1
Phyllis,Guys in breakroom,9,1
Guys in breakroom,Secretary,9,1
Secretary,Guys in breakroom,9,1
Guys in breakroom,Toby,9,1
Toby,Guys in breakroom,9,1
Hank,Molly,9,1
Molly,Hank,9,1
Hank,Pete,9,2
Pete,Hank,9,2
Hank,Secretary,9,1
Secretary,Hank,9,1
Jan,Molly,9,1
Molly,Jan,9,1
Jan,Nellie,9,2
Nellie,Jan,9,2
Jan,Pete,9,2
Pete,Jan,9,2
Jan,Secretary,9,1
Secretary,Jan,9,1
Jim,Molly,9,1
Molly,Jim,9,1
Kevin,Molly,9,1
Molly,Kevin,9,1
Meredith,Molly,9,1
Molly,Meredith,9,1
Molly,Nellie,9,1
Nellie,Molly,9,1
Molly,Oscar,9,1
Oscar,Molly,9,1
Molly,Pam,9,1
Pam,Molly,9,1
Molly,Pete,9,1
Pete,Molly,9,1
Molly,Phyllis,9,1
Phyllis,Molly,9,1
Molly,Secretary,9,1
Secretary,Molly,9,1
Molly,Toby,9,1
Toby,Molly,9,1
Nellie,Secretary,9,1
Secretary,Nellie,9,1
Pete,Secretary,9,1
Secretary,Pete,9,1
Secretary,Toby,9,1
Toby,Secretary,9,1
Angela,Trevor,9,2
Trevor,Angela,9,2
Creed,Trevor,9,1
Trevor,Creed,9,1
Darryl,Trevor,9,2
Trevor,Darryl,9,2
David,Trevor,9,1
Trevor,David,9,1
Dwight,Trevor,9,2
Trevor,Dwight,9,2
Erin,Trevor,9,2
Trevor,Erin,9,2
Everyone,Trevor,9,1
Trevor,Everyone,9,1
Hide,Pete,9,1
Pete,Hide,9,1
Hide,Trevor,9,2
Trevor,Hide,9,2
Hide,Waiter,9,1
Waiter,Hide,9,1
Jim,Trevor,9,2
Trevor,Jim,9,2
Kevin,Trevor,9,2
Trevor,Kevin,9,2
Meredith,Trevor,9,2
Trevor,Meredith,9,2
Nellie,Trevor,9,2
Trevor,Nellie,9,2
Oscar,Trevor,9,2
Trevor,Oscar,9,2
Pam,Trevor,9,2
Trevor,Pam,9,2
Pete,Trevor,9,1
Trevor,Pete,9,1
Pete,Waiter,9,1
Waiter,Pete,9,1
Phyllis,Trevor,9,1
Trevor,Phyllis,9,1
Stanley,Trevor,9,2
Trevor,Stanley,9,2
Toby,Trevor,9,1
Trevor,Toby,9,1
Trevor,Waiter,9,1
Waiter,Trevor,9,1
Angela,Julius Irving,9,1
Julius Irving,Angela,9,1
Angela,Limo Driver,9,1
Limo Driver,Angela,9,1
Both,Helene,9,1
Helene,Both,9,1
Both,Julius,9,1
Julius,Both,9,1
Both,Julius Irving,9,1
Julius Irving,Both,9,1
Both,Limo Driver,9,1
Limo Driver,Both,9,1
Both,Nellie,9,1
Nellie,Both,9,1
Both,Pete,9,1
Pete,Both,9,1
Both,Worker,9,1
Worker,Both,9,1
Creed,Julius,9,1
Julius,Creed,9,1
Creed,Julius Irving,9,1
Julius Irving,Creed,9,1
Creed,Worker,9,1
Worker,Creed,9,1
Darryl,Julius,9,1
Julius,Darryl,9,1
Darryl,Julius Irving,9,1
Julius Irving,Darryl,9,1
Darryl,Limo Driver,9,1
Limo Driver,Darryl,9,1
Dwight,Julius Irving,9,1
Julius Irving,Dwight,9,1
Erin,Julius,9,1
Julius,Erin,9,1
Erin,Julius Irving,9,1
Julius Irving,Erin,9,1
Erin,Worker,9,1
Worker,Erin,9,1
Helene,Julius,9,1
Julius,Helene,9,1
Helene,Julius Irving,9,1
Julius Irving,Helene,9,1
Helene,Limo Driver,9,1
Limo Driver,Helene,9,1
Helene,Nellie,9,1
Nellie,Helene,9,1
Helene,Pete,9,1
Pete,Helene,9,1
Helene,Val,9,1
Val,Helene,9,1
Helene,Worker,9,1
Worker,Helene,9,1
Jim,Julius Irving,9,1
Julius Irving,Jim,9,1
Julius,Julius Irving,9,1
Julius Irving,Julius,9,1
Julius,Limo Driver,9,1
Limo Driver,Julius,9,1
Julius,Meredith,9,1
Meredith,Julius,9,1
Julius,Nellie,9,1
Nellie,Julius,9,1
Julius,Oscar,9,1
Oscar,Julius,9,1
Julius,Pete,9,1
Pete,Julius,9,1
Julius,Val,9,1
Val,Julius,9,1
Julius,Worker,9,1
Worker,Julius,9,1
Julius Irving,Kevin,9,1
Kevin,Julius Irving,9,1
Julius Irving,Limo Driver,9,1
Limo Driver,Julius Irving,9,1
Julius Irving,Meredith,9,1
Meredith,Julius Irving,9,1
Julius Irving,Nellie,9,1
Nellie,Julius Irving,9,1
Julius Irving,Oscar,9,1
Oscar,Julius Irving,9,1
Julius Irving,Pam,9,1
Pam,Julius Irving,9,1
Julius Irving,Pete,9,1
Pete,Julius Irving,9,1
Julius Irving,Phyllis,9,1
Phyllis,Julius Irving,9,1
Julius Irving,Stanley,9,1
Stanley,Julius Irving,9,1
Julius Irving,Val,9,1
Val,Julius Irving,9,1
Julius Irving,Worker,9,1
Worker,Julius Irving,9,1
Limo Driver,Nellie,9,1
Nellie,Limo Driver,9,1
Limo Driver,Pete,9,1
Pete,Limo Driver,9,1
Limo Driver,Val,9,1
Val,Limo Driver,9,1
Limo Driver,Worker,9,1
Worker,Limo Driver,9,1
Meredith,Worker,9,1
Worker,Meredith,9,1
Nellie,Worker,9,1
Worker,Nellie,9,1
Pete,Val,9,2
Val,Pete,9,2
Pete,Worker,9,1
Worker,Pete,9,1
Val,Worker,9,1
Worker,Val,9,1
3rd Athlead Employee,4th Athlead Employee,9,1
4th Athlead Employee,3rd Athlead Employee,9,1
3rd Athlead Employee,Angela,9,1
Angela,3rd Athlead Employee,9,1
3rd Athlead Employee,Athlead Employee,9,1
Athlead Employee,3rd Athlead Employee,9,1
3rd Athlead Employee,Clark,9,1
Clark,3rd Athlead Employee,9,1
3rd Athlead Employee,Creed,9,1
Creed,3rd Athlead Employee,9,1
3rd Athlead Employee,Darryl,9,1
Darryl,3rd Athlead Employee,9,1
3rd Athlead Employee,Dennis,9,1
Dennis,3rd Athlead Employee,9,1
3rd Athlead Employee,Dwight,9,1
Dwight,3rd Athlead Employee,9,1
3rd Athlead Employee,Erin,9,1
Erin,3rd Athlead Employee,9,1
3rd Athlead Employee,Everyone,9,1
Everyone,3rd Athlead Employee,9,1
3rd Athlead Employee,Female Athlead Employee,9,1
Female Athlead Employee,3rd Athlead Employee,9,1
3rd Athlead Employee,Jim,9,1
Jim,3rd Athlead Employee,9,1
3rd Athlead Employee,Kevin,9,1
Kevin,3rd Athlead Employee,9,1
3rd Athlead Employee,Meredith,9,1
Meredith,3rd Athlead Employee,9,1
3rd Athlead Employee,Nellie,9,1
Nellie,3rd Athlead Employee,9,1
3rd Athlead Employee,New Instant Message,9,1
New Instant Message,3rd Athlead Employee,9,1
3rd Athlead Employee,Oscar,9,1
Oscar,3rd Athlead Employee,9,1
3rd Athlead Employee,Pam,9,1
Pam,3rd Athlead Employee,9,1
3rd Athlead Employee,Pete,9,1
Pete,3rd Athlead Employee,9,1
3rd Athlead Employee,Phyllis,9,1
Phyllis,3rd Athlead Employee,9,1
3rd Athlead Employee,Stanley,9,1
Stanley,3rd Athlead Employee,9,1
3rd Athlead Employee,Suit Store Father,9,1
Suit Store Father,3rd Athlead Employee,9,1
3rd Athlead Employee,Suit Store Son,9,1
Suit Store Son,3rd Athlead Employee,9,1
3rd Athlead Employee,Wade,9,1
Wade,3rd Athlead Employee,9,1
4th Athlead Employee,Angela,9,1
Angela,4th Athlead Employee,9,1
4th Athlead Employee,Athlead Employee,9,1
Athlead Employee,4th Athlead Employee,9,1
4th Athlead Employee,Clark,9,1
Clark,4th Athlead Employee,9,1
4th Athlead Employee,Creed,9,1
Creed,4th Athlead Employee,9,1
4th Athlead Employee,Darryl,9,1
Darryl,4th Athlead Employee,9,1
4th Athlead Employee,Dennis,9,1
Dennis,4th Athlead Employee,9,1
4th Athlead Employee,Dwight,9,1
Dwight,4th Athlead Employee,9,1
4th Athlead Employee,Erin,9,1
Erin,4th Athlead Employee,9,1
4th Athlead Employee,Everyone,9,1
Everyone,4th Athlead Employee,9,1
4th Athlead Employee,Female Athlead Employee,9,1
Female Athlead Employee,4th Athlead Employee,9,1
4th Athlead Employee,Jim,9,1
Jim,4th Athlead Employee,9,1
4th Athlead Employee,Kevin,9,1
Kevin,4th Athlead Employee,9,1
4th Athlead Employee,Meredith,9,1
Meredith,4th Athlead Employee,9,1
4th Athlead Employee,Nellie,9,1
Nellie,4th Athlead Employee,9,1
4th Athlead Employee,New Instant Message,9,1
New Instant Message,4th Athlead Employee,9,1
4th Athlead Employee,Oscar,9,1
Oscar,4th Athlead Employee,9,1
4th Athlead Employee,Pam,9,1
Pam,4th Athlead Employee,9,1
4th Athlead Employee,Pete,9,1
Pete,4th Athlead Employee,9,1
4th Athlead Employee,Phyllis,9,1
Phyllis,4th Athlead Employee,9,1
4th Athlead Employee,Stanley,9,1
Stanley,4th Athlead Employee,9,1
4th Athlead Employee,Suit Store Father,9,1
Suit Store Father,4th Athlead Employee,9,1
4th Athlead Employee,Suit Store Son,9,1
Suit Store Son,4th Athlead Employee,9,1
4th Athlead Employee,Wade,9,1
Wade,4th Athlead Employee,9,1
Angela,Athlead Employee,9,2
Athlead Employee,Angela,9,2
Angela,Dennis,9,1
Dennis,Angela,9,1
Angela,Female Athlead Employee,9,1
Female Athlead Employee,Angela,9,1
Angela,New Instant Message,9,1
New Instant Message,Angela,9,1
Angela,Suit Store Father,9,1
Suit Store Father,Angela,9,1
Angela,Suit Store Son,9,1
Suit Store Son,Angela,9,1
Angela,Wade,9,1
Wade,Angela,9,1
Athlead Employee,Clark,9,2
Clark,Athlead Employee,9,2
Athlead Employee,Creed,9,2
Creed,Athlead Employee,9,2
Athlead Employee,Darryl,9,2
Darryl,Athlead Employee,9,2
Athlead Employee,Dennis,9,1
Dennis,Athlead Employee,9,1
Athlead Employee,Dwight,9,2
Dwight,Athlead Employee,9,2
Athlead Employee,Erin,9,2
Erin,Athlead Employee,9,2
Athlead Employee,Everyone,9,1
Everyone,Athlead Employee,9,1
Athlead Employee,Female Athlead Employee,9,1
Female Athlead Employee,Athlead Employee,9,1
Athlead Employee,Jim,9,2
Jim,Athlead Employee,9,2
Athlead Employee,Kevin,9,2
Kevin,Athlead Employee,9,2
Athlead Employee,Meredith,9,2
Meredith,Athlead Employee,9,2
Athlead Employee,Nellie,9,2
Nellie,Athlead Employee,9,2
Athlead Employee,New Instant Message,9,1
New Instant Message,Athlead Employee,9,1
Athlead Employee,Oscar,9,2
Oscar,Athlead Employee,9,2
Athlead Employee,Pam,9,2
Pam,Athlead Employee,9,2
Athlead Employee,Pete,9,1
Pete,Athlead Employee,9,1
Athlead Employee,Phyllis,9,2
Phyllis,Athlead Employee,9,2
Athlead Employee,Stanley,9,1
Stanley,Athlead Employee,9,1
Athlead Employee,Suit Store Father,9,1
Suit Store Father,Athlead Employee,9,1
Athlead Employee,Suit Store Son,9,1
Suit Store Son,Athlead Employee,9,1
Athlead Employee,Wade,9,1
Wade,Athlead Employee,9,1
Clark,Dennis,9,1
Dennis,Clark,9,1
Clark,Female Athlead Employee,9,1
Female Athlead Employee,Clark,9,1
Clark,New Instant Message,9,1
New Instant Message,Clark,9,1
Clark,Suit Store Father,9,1
Suit Store Father,Clark,9,1
Clark,Suit Store Son,9,1
Suit Store Son,Clark,9,1
Clark,Wade,9,1
Wade,Clark,9,1
Creed,Dennis,9,1
Dennis,Creed,9,1
Creed,Female Athlead Employee,9,1
Female Athlead Employee,Creed,9,1
Creed,New Instant Message,9,1
New Instant Message,Creed,9,1
Creed,Suit Store Father,9,1
Suit Store Father,Creed,9,1
Creed,Suit Store Son,9,1
Suit Store Son,Creed,9,1
Creed,Wade,9,1
Wade,Creed,9,1
Darryl,Dennis,9,1
Dennis,Darryl,9,1
Darryl,Female Athlead Employee,9,1
Female Athlead Employee,Darryl,9,1
Darryl,New Instant Message,9,1
New Instant Message,Darryl,9,1
Darryl,Suit Store Father,9,1
Suit Store Father,Darryl,9,1
Darryl,Suit Store Son,9,1
Suit Store Son,Darryl,9,1
Darryl,Wade,9,1
Wade,Darryl,9,1
Dennis,Dwight,9,1
Dwight,Dennis,9,1
Dennis,Erin,9,1
Erin,Dennis,9,1
Dennis,Everyone,9,1
Everyone,Dennis,9,1
Dennis,Female Athlead Employee,9,1
Female Athlead Employee,Dennis,9,1
Dennis,Jim,9,1
Jim,Dennis,9,1
Dennis,Kevin,9,1
Kevin,Dennis,9,1
Dennis,Meredith,9,1
Meredith,Dennis,9,1
Dennis,Nellie,9,1
Nellie,Dennis,9,1
Dennis,New Instant Message,9,1
New Instant Message,Dennis,9,1
Dennis,Oscar,9,1
Oscar,Dennis,9,1
Dennis,Pam,9,1
Pam,Dennis,9,1
Dennis,Pete,9,1
Pete,Dennis,9,1
Dennis,Phyllis,9,1
Phyllis,Dennis,9,1
Dennis,Stanley,9,1
Stanley,Dennis,9,1
Dennis,Suit Store Father,9,1
Suit Store Father,Dennis,9,1
Dennis,Suit Store Son,9,1
Suit Store Son,Dennis,9,1
Dennis,Wade,9,1
Wade,Dennis,9,1
Dwight,Female Athlead Employee,9,1
Female Athlead Employee,Dwight,9,1
Dwight,New Instant Message,9,1
New Instant Message,Dwight,9,1
Dwight,Suit Store Father,9,1
Suit Store Father,Dwight,9,1
Dwight,Suit Store Son,9,1
Suit Store Son,Dwight,9,1
Dwight,Wade,9,1
Wade,Dwight,9,1
Erin,Female Athlead Employee,9,1
Female Athlead Employee,Erin,9,1
Erin,New Instant Message,9,1
New Instant Message,Erin,9,1
Erin,Suit Store Father,9,1
Suit Store Father,Erin,9,1
Erin,Suit Store Son,9,1
Suit Store Son,Erin,9,1
Erin,Wade,9,1
Wade,Erin,9,1
Everyone,Female Athlead Employee,9,1
Female Athlead Employee,Everyone,9,1
Everyone,New Instant Message,9,1
New Instant Message,Everyone,9,1
Everyone,Suit Store Father,9,1
Suit Store Father,Everyone,9,1
Everyone,Suit Store Son,9,1
Suit Store Son,Everyone,9,1
Everyone,Wade,9,1
Wade,Everyone,9,1
Female Athlead Employee,Jim,9,1
Jim,Female Athlead Employee,9,1
Female Athlead Employee,Kevin,9,1
Kevin,Female Athlead Employee,9,1
Female Athlead Employee,Meredith,9,1
Meredith,Female Athlead Employee,9,1
Female Athlead Employee,Nellie,9,1
Nellie,Female Athlead Employee,9,1
Female Athlead Employee,New Instant Message,9,1
New Instant Message,Female Athlead Employee,9,1
Female Athlead Employee,Oscar,9,1
Oscar,Female Athlead Employee,9,1
Female Athlead Employee,Pam,9,1
Pam,Female Athlead Employee,9,1
Female Athlead Employee,Pete,9,1
Pete,Female Athlead Employee,9,1
Female Athlead Employee,Phyllis,9,1
Phyllis,Female Athlead Employee,9,1
Female Athlead Employee,Stanley,9,1
Stanley,Female Athlead Employee,9,1
Female Athlead Employee,Suit Store Father,9,1
Suit Store Father,Female Athlead Employee,9,1
Female Athlead Employee,Suit Store Son,9,1
Suit Store Son,Female Athlead Employee,9,1
Female Athlead Employee,Wade,9,1
Wade,Female Athlead Employee,9,1
Jim,New Instant Message,9,1
New Instant Message,Jim,9,1
Jim,Suit Store Father,9,1
Suit Store Father,Jim,9,1
Jim,Suit Store Son,9,1
Suit Store Son,Jim,9,1
Jim,Wade,9,1
Wade,Jim,9,1
Kevin,New Instant Message,9,1
New Instant Message,Kevin,9,1
Kevin,Suit Store Father,9,1
Suit Store Father,Kevin,9,1
Kevin,Suit Store Son,9,1
Suit Store Son,Kevin,9,1
Kevin,Wade,9,1
Wade,Kevin,9,1
Meredith,New Instant Message,9,1
New Instant Message,Meredith,9,1
Meredith,Suit Store Father,9,1
Suit Store Father,Meredith,9,1
Meredith,Suit Store Son,9,1
Suit Store Son,Meredith,9,1
Meredith,Wade,9,1
Wade,Meredith,9,1
Nellie,New Instant Message,9,1
New Instant Message,Nellie,9,1
Nellie,Suit Store Father,9,1
Suit Store Father,Nellie,9,1
Nellie,Suit Store Son,9,1
Suit Store Son,Nellie,9,1
Nellie,Wade,9,1
Wade,Nellie,9,1
New Instant Message,Oscar,9,1
Oscar,New Instant Message,9,1
New Instant Message,Pam,9,1
Pam,New Instant Message,9,1
New Instant Message,Pete,9,1
Pete,New Instant Message,9,1
New Instant Message,Phyllis,9,1
Phyllis,New Instant Message,9,1
New Instant Message,Stanley,9,1
Stanley,New Instant Message,9,1
New Instant Message,Suit Store Father,9,1
Suit Store Father,New Instant Message,9,1
New Instant Message,Suit Store Son,9,1
Suit Store Son,New Instant Message,9,1
New Instant Message,Wade,9,1
Wade,New Instant Message,9,1
Oscar,Suit Store Father,9,1
Suit Store Father,Oscar,9,1
Oscar,Suit Store Son,9,1
Suit Store Son,Oscar,9,1
Oscar,Wade,9,1
Wade,Oscar,9,1
Pam,Suit Store Father,9,1
Suit Store Father,Pam,9,1
Pam,Suit Store Son,9,1
Suit Store Son,Pam,9,1
Pam,Wade,9,1
Wade,Pam,9,1
Pete,Suit Store Father,9,1
Suit Store Father,Pete,9,1
Pete,Suit Store Son,9,1
Suit Store Son,Pete,9,1
Pete,Wade,9,1
Wade,Pete,9,1
Phyllis,Suit Store Father,9,1
Suit Store Father,Phyllis,9,1
Phyllis,Suit Store Son,9,1
Suit Store Son,Phyllis,9,1
Phyllis,Wade,9,1
Wade,Phyllis,9,1
Stanley,Suit Store Father,9,1
Suit Store Father,Stanley,9,1
Stanley,Suit Store Son,9,1
Suit Store Son,Stanley,9,1
Stanley,Wade,9,1
Wade,Stanley,9,1
Suit Store Father,Suit Store Son,9,1
Suit Store Son,Suit Store Father,9,1
Suit Store Father,Wade,9,1
Wade,Suit Store Father,9,1
Suit Store Son,Wade,9,1
Wade,Suit Store Son,9,1
All,Ballerinas,9,1
Ballerinas,All,9,1
All,Brian,9,1
Brian,All,9,1
All,Cameraman,9,1
Cameraman,All,9,1
All,Co-worker,9,1
Co-worker,All,9,1
All,Co-worker #2,9,1
Co-worker #2,All,9,1
All,Dance Teacher,9,1
Dance Teacher,All,9,1
All,Drive Thru Customer,9,1
Drive Thru Customer,All,9,1
All,Fast Food Worker,9,1
Fast Food Worker,All,9,1
All,Investor,9,1
Investor,All,9,1
All,Lonnie,9,1
Lonnie,All,9,1
All,Mr. Romanko,9,1
Mr. Romanko,All,9,1
All,Parent in Audience,9,1
Parent in Audience,All,9,1
All,Parent in audience #1,9,1
Parent in audience #1,All,9,1
All,Parent in audience #2,9,1
Parent in audience #2,All,9,1
Angela,Ballerinas,9,1
Ballerinas,Angela,9,1
Angela,Brian,9,5
Brian,Angela,9,5
Angela,Cameraman,9,1
Cameraman,Angela,9,1
Angela,Co-worker,9,1
Co-worker,Angela,9,1
Angela,Co-worker #2,9,1
Co-worker #2,Angela,9,1
Angela,Dance Teacher,9,1
Dance Teacher,Angela,9,1
Angela,Drive Thru Customer,9,1
Drive Thru Customer,Angela,9,1
Angela,Fast Food Worker,9,1
Fast Food Worker,Angela,9,1
Angela,Investor,9,1
Investor,Angela,9,1
Angela,Lonnie,9,1
Lonnie,Angela,9,1
Angela,Mr. Romanko,9,1
Mr. Romanko,Angela,9,1
Angela,Parent in Audience,9,1
Parent in Audience,Angela,9,1
Angela,Parent in audience #1,9,1
Parent in audience #1,Angela,9,1
Angela,Parent in audience #2,9,1
Parent in audience #2,Angela,9,1
Audience,Ballerinas,9,1
Ballerinas,Audience,9,1
Audience,Brian,9,1
Brian,Audience,9,1
Audience,Cameraman,9,1
Cameraman,Audience,9,1
Audience,Cece,9,1
Cece,Audience,9,1
Audience,Clark,9,1
Clark,Audience,9,1
Audience,Co-worker,9,1
Co-worker,Audience,9,1
Audience,Co-worker #2,9,1
Co-worker #2,Audience,9,1
Audience,Dance Teacher,9,1
Dance Teacher,Audience,9,1
Audience,Drive Thru Customer,9,1
Drive Thru Customer,Audience,9,1
Audience,Fast Food Worker,9,1
Fast Food Worker,Audience,9,1
Audience,Guy,9,1
Guy,Audience,9,1
Audience,Investor,9,1
Investor,Audience,9,1
Audience,Lonnie,9,1
Lonnie,Audience,9,1
Audience,Mr. Romanko,9,1
Mr. Romanko,Audience,9,1
Audience,Nellie,9,1
Nellie,Audience,9,1
Audience,Parent in Audience,9,1
Parent in Audience,Audience,9,1
Audience,Parent in audience #1,9,1
Parent in audience #1,Audience,9,1
Audience,Parent in audience #2,9,1
Parent in audience #2,Audience,9,1
Audience,Pete,9,1
Pete,Audience,9,1
Ballerinas,Brian,9,1
Brian,Ballerinas,9,1
Ballerinas,Cameraman,9,1
Cameraman,Ballerinas,9,1
Ballerinas,Cece,9,1
Cece,Ballerinas,9,1
Ballerinas,Clark,9,1
Clark,Ballerinas,9,1
Ballerinas,Co-worker,9,1
Co-worker,Ballerinas,9,1
Ballerinas,Co-worker #2,9,1
Co-worker #2,Ballerinas,9,1
Ballerinas,Creed,9,1
Creed,Ballerinas,9,1
Ballerinas,Dance Teacher,9,1
Dance Teacher,Ballerinas,9,1
Ballerinas,Darryl,9,1
Darryl,Ballerinas,9,1
Ballerinas,Drive Thru Customer,9,1
Drive Thru Customer,Ballerinas,9,1
Ballerinas,Dwight,9,1
Dwight,Ballerinas,9,1
Ballerinas,Erin,9,1
Erin,Ballerinas,9,1
Ballerinas,Fast Food Worker,9,1
Fast Food Worker,Ballerinas,9,1
Ballerinas,Guy,9,1
Guy,Ballerinas,9,1
Ballerinas,Investor,9,1
Investor,Ballerinas,9,1
Ballerinas,Jim,9,1
Jim,Ballerinas,9,1
Ballerinas,Kevin,9,1
Kevin,Ballerinas,9,1
Ballerinas,Lonnie,9,1
Lonnie,Ballerinas,9,1
Ballerinas,Meredith,9,1
Meredith,Ballerinas,9,1
Ballerinas,Mr. Romanko,9,1
Mr. Romanko,Ballerinas,9,1
Ballerinas,Nellie,9,1
Nellie,Ballerinas,9,1
Ballerinas,Oscar,9,1
Oscar,Ballerinas,9,1
Ballerinas,Pam,9,1
Pam,Ballerinas,9,1
Ballerinas,Parent in Audience,9,1
Parent in Audience,Ballerinas,9,1
Ballerinas,Parent in audience #1,9,1
Parent in audience #1,Ballerinas,9,1
Ballerinas,Parent in audience #2,9,1
Parent in audience #2,Ballerinas,9,1
Ballerinas,Pete,9,1
Pete,Ballerinas,9,1
Ballerinas,Phyllis,9,1
Phyllis,Ballerinas,9,1
Ballerinas,Stanley,9,1
Stanley,Ballerinas,9,1
Ballerinas,Toby,9,1
Toby,Ballerinas,9,1
Brian,Cameraman,9,1
Cameraman,Brian,9,1
Brian,Cece,9,1
Cece,Brian,9,1
Brian,Clark,9,5
Clark,Brian,9,5
Brian,Co-worker,9,1
Co-worker,Brian,9,1
Brian,Co-worker #2,9,1
Co-worker #2,Brian,9,1
Brian,Creed,9,2
Creed,Brian,9,2
Brian,Dance Teacher,9,1
Dance Teacher,Brian,9,1
Brian,Darryl,9,5
Darryl,Brian,9,5
Brian,Drive Thru Customer,9,1
Drive Thru Customer,Brian,9,1
Brian,Dwight,9,5
Dwight,Brian,9,5
